117,154
107,158
181,56
7,120
7,109
168,56
168,38
147,98
147,41
147,153
147,166
147,177
147,111
147,81
147,55
147,139
147,1
15,81
15,139
98,81
98,1
53,71
101,122
101,16
123,84
123,179
41,168
41,35
41,57
41,108
41,135
41,150
41,102
41,3
41,22
41,74
41,96
41,9
41,165
41,170
41,114
41,129
41,11
41,149
41,58
41,69
41,63
41,29
41,174
41,24
41,51
41,164
41,166
41,180
41,39
41,177
41,111
41,80
41,72
41,14
41,178
41,49
41,61
41,137
41,5
41,26
41,71
41,65
41,44
41,67
41,60
41,16
41,18
41,82
41,32
41,59
41,132
41,48
41,84
41,55
41,28
41,115
41,66
41,97
41,94
41,21
41,154
41,47
41,85
41,25
41,156
41,6
41,8
41,157
41,121
41,62
41,12
41,70
41,155
41,2
41,140
41,136
41,160
41,142
41,143
41,127
41,23
41,86
41,45
41,158
41,144
41,112
41,0
41,138
41,19
41,75
41,79
41,95
41,167
106,54
106,151
106,39
106,42
68,145
68,42
108,39
4,54
4,151
4,39
4,71
4,8
4,155
40,90
40,134
77,54
77,151
77,90
77,94
77,145
175,71
161,134
73,10
50,51
50,10
150,42
30,24
30,33
30,122
30,18
30,48
30,126
30,124
30,138
104,76
169,126
102,133
52,115
172,44
128,48
128,109
173,33
173,18
173,138
105,113
105,18
105,36
105,155
105,42
3,162
22,51
74,140
11,6
76,123
76,176
76,65
76,143
92,177
92,32
29,110
24,110
166,59
152,130
152,103
81,1
80,154
99,121
99,62
137,130
137,93
137,103
116,138
5,36
65,30
65,88
44,40
44,172
44,177
60,36
122,110
32,177
59,166
31,36
28,28
115,177
115,90
154,117
154,107
154,80
156,159
159,156
131,6
6,144
64,8
121,62
36,105
36,5
36,60
70,123
70,153
70,132
70,84
70,179
70,34
70,119
37,163
37,112
140,168
142,6
142,144
143,51
87,23
118,23
23,87
10,123
10,51
10,137
10,130
10,103
83,158
158,107
158,83
144,6
17,75
130,137
130,10
130,93
130,103
148,166
148,60
148,59
119,100
1,89
78,146
146,177
146,27
146,125
146,32
93,173
93,137
103,137
103,10
103,93
141,51
141,137
141,179
141,10
141,130
171,43
171,143
13,154
13,13
46,46
46,88
46,20
88,110
88,91
88,120
88,48
88,155
88,109
88,124
88,19
88,20
20,110
20,120
20,48
20,155
20,109
20,124
20,88
